,0
2053,intergouvernementale
2054,interjeté
2055,intermédiaire
2056,international
2057,internationale
2058,internationaux
2059,interne
2060,internet
2061,interpellations
2062,interpellé
2063,interrogé
2064,interrompent
2065,interrompue
2066,intersectorielles
2067,intervenants
2068,intervenir
2069,intervention
2070,interventionnisme
2071,interventions
2072,intervenue
2073,intervienne
2074,interviennent
2075,introduira
2076,introduire
2077,introduisons
2078,introduite
2079,introduites
2080,intégrant
2081,intégration
2082,intégré
2083,intégrée
2084,intégrées
2085,intéressant
2086,intéressants
2087,intérieur
2088,intérêt
2089,intérêts
2090,inutile
2091,inutilement
2092,inutiles
2093,invariablement
2094,investissements
2095,investisseurs
2096,invitant
2097,invitation
2098,invite
2099,invitez
2100,invités
2101,inégale
2102,inégalement
2103,inégalité
2104,inégalités
2105,inévitablement
2106,inévitables
2107,irai
2108,irrecevable
2109,irrémédiablement
2110,iso
2111,ispa
2112,italie
2113,j'
2114,j'accepte
2115,j'adresse
2116,j'ai
2117,j'aimerais
2118,j'ajouterais
2119,j'appelle
2120,j'apporte
2121,j'approuve
2122,j'apprécie
2123,j'attends
2124,j'aurai
2125,j'aurais
2126,j'avais
2127,j'en
2128,j'entends
2129,j'espère
2130,j'estime
2131,j'examinerai
2132,j'informe
2133,j'insiste
2134,j'interviens
2135,j'invite
2136,jamais
2137,janvier
2138,japonais
2139,je
2140,jeudi
2141,jeune
2142,jeunes
2143,jiménez
2144,joie
2145,jointes
2146,jonckheer
2147,joue
2148,jouent
2149,jouer
2150,jour
2151,journal
2152,journée
2153,jours
2154,joué
2155,judicieuse
2156,judicieuses
2157,judicieux
2158,jugement
2159,jugées
2160,juillet
2161,juin
2162,jungfernrede
2163,juridique
2164,juridiquement
2165,juridiques
2166,jusqu'
2167,jusqu'aux
2168,jusqu'ici
2169,jusqu'à
2170,juste
2171,justement
2172,justice
2173,justifie
2174,justifient
2175,justifier
2176,justifié
2177,kilos
2178,koch
2179,kumar
2180,l'
2181,l'a
2182,l'abandon
2183,l'absence
2184,l'absolu
2185,l'accent
2186,l'accepte
2187,l'accident
2188,l'accord
2189,l'accroissement
2190,l'accès
2191,l'acier
2192,l'acquis
2193,l'activité
2194,l'actualité
2195,l'additionnalité
2196,l'adhésion
2197,l'administration
2198,l'adoption
2199,l'affaiblira
2200,l'agriculture
2201,l'ai
2202,l'aide
2203,l'air
2204,l'amendement
2205,l'amélioration
2206,l'an
2207,l'analyse
2208,l'ancienne
2209,l'année
2210,l'apparition
2211,l'application
2212,l'apport
2213,l'approbation
2214,l'approfondissement
2215,l'arbitre
2216,l'argent
2217,l'armée
2218,l'article
2219,l'aspect
2220,l'assemblée
2221,l'assiette
2222,l'assignation
2223,l'assurance
2224,l'attention
2225,l'aube
2226,l'augmentation
2227,l'aumône
2228,l'auraient
2229,l'autorisation
2230,l'autorité
2231,l'autre
2232,l'autriche
2233,l'avance
2234,l'avant-plan
2235,l'avenir
2236,l'avions
2237,l'avis
2238,l'avons
2239,l'avènement
2240,l'eau
2241,l'effet
2242,l'efficacité
2243,l'effort
2244,l'effroyable
2245,l'embargo
2246,l'emploi
2247,l'en
2248,l'encontre
2249,l'encourager
2250,l'enfer
2251,l'ensemble
2252,l'entreprise
2253,l'entrée
2254,l'environnement
2255,l'erika
2256,l'espace
2257,l'esprit
2258,l'espère
2259,l'essentiel
2260,l'est
2261,l'euro
2262,l'europe
2263,l'examen
2264,l'excellent
2265,l'excellente
2266,l'exclusion
2267,l'exercice
2268,l'exigence
2269,l'exode
2270,l'expiration
2271,l'expliquer
2272,l'exposé
2273,l'expression
2274,l'exprimer
2275,l'expérience
2276,l'extrême
2277,l'exécution
2278,l'harmonisation
2279,l'heure
2280,l'histoire
2281,l'honneur
2282,l'horizon
2283,l'idée
2284,l'imagination
2285,l'impact
2286,l'implantation
2287,l'implication
2288,l'importance
2289,l'impression
2290,l'impôt
2291,l'inaction
2292,l'inclusion
2293,l'indique
2294,l'indonésie
2295,l'industrie
2296,l'information
2297,l'initiative
2298,l'instant
2299,l'instar
2300,l'institution
2301,l'instrument
2302,l'insécurité
2303,l'intensification
2304,l'intention
2305,l'interdiction
2306,l'internet
2307,l'interprétation
2308,l'intervention
2309,l'introduction
2310,l'intégration
2311,l'intérieur
2312,l'intérêt
2313,l'investissement
2314,l'inviter
2315,l'inégalité
2316,l'irrecevabilité
2317,l'issue
2318,l'italie
2319,l'objectif
2320,l'objet
2321,l'obligation
2322,l'occasion
2323,l'octroi
2324,l'offre
2325,l'on
2326,l'ont
2327,l'opportunité
2328,l'ordre
2329,l'organe
2330,l'organisation
2331,l'orientation
2332,l'oubli
2333,l'ouverture
2334,l'ue
2335,l'unanimité
2336,l'une
2337,l'union
2338,l'urgence
2339,l'utilisation
2340,l'utilité
2341,l'écart
2342,l'économie
2343,l'égalité
2344,l'élaboration
2345,l'élargissement
2346,l'éligibilité
2347,l'élimination
2348,l'éloignement
2349,l'énergie
2350,l'équation
2351,l'équilibre
2352,l'équivalent
2353,l'établissement
2354,l'état
2355,l'étranger
2356,l'évaluation
2357,l'évolution
2358,l'être
2359,la
2360,labels
2361,ladite
2362,laisser
2363,laissé
2364,laissée
2365,lance
2366,lancée
2367,langen
2368,lanka
2369,laponie
2370,laps
2371,laquelle
2372,large
2373,largement
2374,larges
2375,le
2376,lecture
2377,lendemain
2378,lente
2379,lequel
2380,les
2381,lesquelles
2382,lesquels
2383,lettre
2384,leur
2385,leurs
2386,lever
2387,levier
2388,levée
2389,leçon
2390,leçons
2391,liberté
2392,libre
2393,libéral
2394,libération
2395,libéraux
2396,lie
2397,lien
2398,liens
2399,lier
2400,lieu
2401,ligne
2402,lignes
2403,limitation
2404,limite
2405,limiter
2406,limites
2407,limitée
2408,limitées
2409,lire
2410,lisez
2411,livre
2412,livrer
2413,lié
2414,liée
2415,liées
2416,liés
2417,local
2418,locale
2419,locales
2420,locaux
2421,logique
2422,loin
2423,lois
2424,londres
2425,long
2426,longtemps
2427,longue
2428,longueur
2429,lors
2430,lorsqu'
2431,lorsqu'elles
2432,lorsqu'ils
2433,lorsqu'une
2434,lorsqu'à
2435,lorsque
2436,louable
2437,ltcm
2438,lui
2439,lui-même
2440,lumière
2441,lundi
2442,lutte
2443,lutter
2444,luxembourg
2445,lynne
2446,là
2447,là-dessus
2448,légal
2449,légales
2450,législatif
2451,législation
2452,législations
2453,législative
2454,législature
2455,légitime
2456,légitimes
2457,m
2458,m'
2459,m'a
2460,m'accommoder
2461,m'associerai
2462,m'attarder
2463,m'avez
2464,m'efforcerai
2465,m'en
2466,m'exprimer
2467,m'incombe
2468,m'intéresse
2469,ma
2470,macroéconomiques
2471,madame
2472,madère
2473,magnifique
2474,mai
2475,main
2476,mains
2477,maintenant
2478,maintenir
2479,maintes
2480,maintien
2481,maints
2482,mais
2483,majeur
2484,majeure
2485,majoritairement
2486,majorité
2487,mal
2488,malade
2489,malentendus
2490,malgré
2491,malheureuse
2492,malheureusement
2493,mandat
2494,manifestement
2495,manifestés
2496,manière
2497,manières
2498,manque
2499,manquent
2500,manqué
2501,manufacturier
2502,manufacturés
2503,marchandise
2504,marchandises
2505,marche
2506,marché
2507,marchés
2508,mardi
2509,margarine
2510,marge
2511,marges
2512,marginale
2513,marginalisation
2514,maritime
2515,market
2516,markov
2517,marquait
2518,marque
2519,marqué
2520,marquées
2521,mars
2522,marée
2523,masqué
2524,massif
2525,matière
2526,matières
2527,mauvaise
2528,maximum
2529,mccarthy
2530,me
2531,meilleur
2532,meilleure
2533,meilleures
2534,meilleurs
2535,membres
2536,mener
2537,menons
2538,mentionné
2539,mentionnée
2540,mené
2541,menée
2542,menés
2543,mer
2544,merci
2545,mercredi
2546,mes
2547,mesdames
2548,message
2549,messieurs
2550,mesure
2551,mesures
2552,mesurées
2553,met
2554,mets
2555,mettant
2556,mette
2557,mettre
2558,meures
2559,mexique
2560,mi-parcours
2561,midi
2562,midlands
2563,mienne
2564,mieux
2565,migratoire
2566,milieu
2567,milieux
2568,milliards
2569,milliers
2570,millions
2571,millénaire
2572,minimal
2573,minimales
2574,ministre
2575,ministres
2576,ministère
2577,minute
2578,minutes
2579,mis
2580,misant
2581,mise
2582,miser
2583,mm
2584,mme
2585,mobilisé
2586,mobilisées
2587,modalités
2588,mode
2589,modernisation
2590,moderniser
2591,modes
2592,modeste
2593,modifiant
2594,modification
2595,modifications
2596,modifier
2597,modifié
2598,modifiée
2599,modo
2600,modèle
2601,modèles
2602,moi
2603,moi-même
2604,moindre
2605,moins
2606,mois
2607,moitié
2608,moment
2609,moment-là
2610,mon
2611,monde
2612,mondialisation
2613,monica
2614,monnaie
2615,monopole
2616,monopoles
2617,monsieur
2618,montant
2619,monti
2620,montrant
2621,montre
2622,montrent
2623,montrer
2624,montrera
2625,montré
2626,montrée
2627,montée
2628,monétaire
2629,monétaires
2630,moral
2631,mort
2632,morte
2633,morts
2634,moteurs
2635,motifs
2636,motion
2637,motivation
2638,motivés
2639,mots
2640,moyen
2641,moyenne
2642,moyennes
2643,moyens
2644,multifonctionnelle
2645,multifonctionnelles
2646,multiples
2647,mutuelles
2648,mène
2649,mènent
2650,mécanismes
2651,mécontentement
2652,médias
2653,médicaux
2654,méditerranée
2655,mélanger
2656,mémorandums
2657,mérite
2658,mériter
2659,mérité
2660,méthode
2661,méthodologique
2662,même
2663,mêmes
2664,n'
2665,n'a
2666,n'ai
2667,n'aient
2668,n'ait
2669,n'attendons
2670,n'augmente
2671,n'aurai
2672,n'aurait
2673,n'avaient
2674,n'avais
2675,n'avons
2676,n'ayons
2677,n'en
2678,n'entraîne
2679,n'est
2680,n'existe
2681,n'imposant
2682,n'ont
2683,n'oublions
2684,n'y
2685,n'étaient
2686,n'était
2687,n'étant
2688,n'êtes
2689,natale
2690,national
2691,nationale
2692,nationales
2693,nationalisation
2694,nationaux
2695,nations
2696,nature
2697,naturelle
2698,naturellement
2699,naturelles
2700,navals
2701,navigable
2702,navigables
2703,navires
2704,ne
2705,nerveux
2706,nette
2707,nettement
2708,ni
2709,nie
2710,nikitin
2711,niveau
2712,niveaux
2713,no
2714,nogueira
2715,noire
2716,nom
2717,nombre
2718,nombreuses
2719,nombreux
2720,nomme
2721,non
2722,nord
2723,nordiques
2724,normalement
2725,normalisation
2726,normalisations
2727,normes
2728,norvège
2729,nos
2730,notamment
2731,note
2732,notification
2733,notifier
2734,notre
2735,noté
2736,nous
2737,nouveau
2738,nouveaux
2739,nouvel
2740,nouvelle
2741,nouvelles
2742,novateurs
2743,novembre
2744,nuirait
2745,nuit
2746,nul
2747,nullement
2748,néanmoins
2749,nécessaire
2750,nécessaires
2751,nécessité
2752,néerlandais
2753,néerlandaise
2754,néfaste
2755,négatifs
2756,négative
2757,négatives
2758,négligeable
2759,négligence
2760,négligé
2761,négociation
2762,négociations
2763,nés
2764,objectif
2765,objectifs
2766,objection
2767,obligation
2768,obligations
2769,obligatoire
2770,obligatoirement
2771,oblige
2772,obligerait
2773,obligés
2774,observations
2775,observe
2776,observions
2777,observons
2778,obstacle
2779,obstacles
2780,obstruction
2781,obtenir
2782,obtenons
2783,obtenu
2784,obtenue
2785,obtenus
2786,occasion
2787,occupe
2788,occupent
2789,occuper
2790,occupons
2791,occupé
2792,occurrence
2793,octroie
2794,octroient
2795,octroyant
2796,octroyées
2797,odeur
2798,offensive
2799,office
2800,offre
2801,offrir
2802,on
2803,ont
2804,ont-elle
2805,opinion
2806,opinions
2807,opportun
2808,opportunités
2809,opposons
2810,opter
2811,optimale
2812,optimales
2813,optimisme
2814,optique
2815,opérateurs
2816,opérationnelles
2817,opérer
2818,or
2819,orale
2820,orateur
2821,orateurs
2822,ordre
2823,organe
2824,organes
2825,organisations
2826,organiser
2827,organiserons
2828,organisme
2829,organisé
2830,orientale
2831,orientation
2832,orientations
2833,orienter
2834,orientée
2835,original
2836,originale
2837,origine
2838,originel
2839,osez
2840,ou
2841,oubli
2842,oublier
2843,oublions
2844,oui
2845,outil
2846,outils
2847,outre
2848,outre-mer
2849,ouvert
2850,ouverte
2851,ouvrir
2852,où
2853,pacifique
2854,pactes
2855,paddington
2856,page
2857,pair
2858,palacio
2859,palmarès
2860,pans
2861,paperasserie
2862,par
2863,paradoxale
2864,paragraphe
2865,parallèlement
2866,paraît
2867,parce
2868,parfait
2869,parfaite
2870,parfaitement
2871,parfois
2872,parlait
2873,parlant
2874,parle
2875,parlement
2876,parlementaire
2877,parlementaires
2878,parlementarisme
2879,parler
2880,parlerai
2881,parlons
2882,parlé
2883,parmi
2884,parole
2885,part
2886,partage
2887,partagés
2888,partenaires
2889,partenariat
2890,parti
2891,participation
2892,participent
2893,participer
2894,participé
2895,particulier
2896,particulière
2897,particulièrement
2898,partie
2899,partiel
2900,partielle
2901,partiellement
2902,partir
2903,parts
2904,parues
2905,parus
2906,parution
2907,parvenir
2908,parvenons
2909,parvenu
2910,parvenue
2911,parvenus
2912,parvient
2913,pas
2914,passage
2915,passagers
2916,passe
2917,passer
2918,passionnant
2919,passé
2920,passée
2921,passées
2922,patrimoine
2923,patrons
2924,pauvres
2925,pauvreté
2926,pays
2927,pays-bas
2928,peine
2929,peinture
2930,pendant
2931,pense
2932,pensent
2933,penser
2934,pensez-vous
2935,pensons
2936,pensée
2937,percevoir
2938,perd
2939,perde
2940,perdent
2941,perdre
2942,perfectible
2943,performances
2944,permanent
2945,permanents
2946,permet
2947,permets
2948,permettant
2949,permette
2950,permettent
2951,permettez
2952,permettez-moi
2953,permettrait
2954,permettre
2955,permis
2956,perpétrés
2957,persiste
2958,personnalité
2959,personne
2960,personnel
2961,personnelle
2962,personnellement
2963,personnels
2964,personnes
2965,perspective
2966,perspectives
2967,perte
2968,pertinente
2969,pertinentes
2970,perçois
2971,perçoivent
2972,pesant
2973,pestilentielle
2974,petersen
2975,petit
2976,petite
2977,petites
2978,petits
2979,peu
2980,peuples
2981,peut
2982,peut-elle
2983,peut-être
2984,peuvent
2985,peux
2986,phase
2987,pib
2988,pieds
2989,piliers
2990,pilori
2991,place
2992,placer
2993,plafonnée
2994,plaignent
2995,plan
2996,planification
2997,plans
2998,planétaire
2999,plein
3000,pleine
3001,pleinement
3002,plooij-van
3003,plupart
3004,pluriannuels
3005,plus
3006,plusieurs
3007,plutôt
3008,plénière
3009,pme
3010,pnb
3011,poettering
3012,pohjamo
3013,poids
3014,point
3015,points
3016,politiciens
3017,politique
3018,politiques
3019,polycentrique
3020,ponnambalam
3021,ponts
3022,poos
3023,population
3024,populations
3025,porte
3026,portent
3027,porter
3028,portez
3029,ports
3030,portugaise
3031,portugal
3032,porté
3033,portée
3034,pose
3035,poser
3036,positif
3037,positifs
3038,position
3039,positions
3040,positive
3041,positivement
3042,possession
3043,possibilité
3044,possibilités
3045,possible
3046,possibles
3047,postes
3048,posé
3049,potentialités
3050,potentiel
3051,pour
3052,pourcentage
3053,pourquoi
3054,pourra
3055,pourrai
3056,pourrait
3057,pourrez
3058,pourrions
3059,pourrons
3060,pourront
3061,poursuit
3062,poursuite
3063,poursuivis
3064,poursuivra
3065,poursuivre
3066,pourtant
3067,pousser
3068,pouvait
3069,pouvoir
3070,pouvoirs
3071,pouvons
3072,pouvons-nous
3073,pouvons­nous
3074,ppe
3075,ppe-de
3076,ppe­de
3077,pratique
3078,pratiquement
3079,pratiques
3080,pratiquée
3081,premier
3082,premiers
3083,première
3084,premièrement
3085,premières
3086,prenant
3087,prend
3088,prendre
3089,prends
3090,prenez
3091,prenne
3092,prennent
3093,prenons
3094,presque
3095,presse
3096,pression
3097,prestige
3098,preussag
3099,preuve
3100,preuves
3101,prie
3102,prierais
3103,primordiale
3104,principal
3105,principalement
3106,principales
3107,principaux
3108,principe
3109,principes
3110,printemps
3111,priori
3112,prioritaire
3113,prioritaires
3114,priorité
3115,priorités
3116,pris
3117,prise
3118,prises
3119,privilégie
3120,privilégier
3121,privilégié
3122,privé
3123,privée
3124,privés
3125,prix
3126,probable
3127,probablement
3128,probité
3129,problème
3130,problèmes
3131,processus
3132,prochain
3133,prochaine
3134,prochainement
3135,prochaines
3136,prochains
3137,proches
3138,proclamé
3139,procède
3140,procès-verbal
3141,procéder
3142,procéderions
3143,procédure
3144,procédures
3145,prodi
3146,producteurs
3147,production
3148,productions
3149,productivité
3150,produisent
3151,produit
3152,produits
3153,professionnelle
3154,professionnelles
3155,profile
3156,profit
3157,profite
3158,profiter
3159,profitons
3160,profondeur
3161,profondément
3162,programmation
3163,programmations
3164,programme
3165,programmes
3166,progresser
3167,progressif
3168,progression
3169,progressive
3170,progressivement
3171,progrès
3172,projet
3173,projets
3174,projetée
3175,prolonger
3176,promettant
3177,promotion
3178,promouvoir
3179,promulgation
3180,promulguée
3181,prononce
3182,prononcer
3183,prononcé
3184,propos
3185,propose
3186,proposer
3187,proposition
3188,propositions
3189,propositive
3190,proposons
3191,proposé
3192,proposée
3193,proposés
3194,propre
3195,proprement
3196,propres
3197,propriétaire
3198,propriété
3199,prospère
3200,prospères
3201,prospérité
3202,protagonistes
3203,protection
3204,prouve
3205,provenance
3206,provenant
3207,provoquent
3208,provoquer
3209,provoqué
3210,provoquées
3211,proximité
3212,prudemment
3213,près
3214,préadhésion
3215,précieuses
3216,précieux
3217,précis
3218,précise
3219,précises
3220,précision
3221,précisément
3222,précités
3223,préconisons
3224,précède
3225,précédaient
3226,précédemment
3227,précédent
3228,précédente
3229,précédents
3230,prédécesseur
3231,préférence
3232,préférerions
3233,préféré
3234,préjudice
3235,prématurément
3236,prémunit
3237,préoccupation
3238,préoccupations
3239,préparation
3240,prépare
3241,présent
3242,présentaient
3243,présentation
3244,présente
3245,présentent
3246,présenter
3247,présentons
3248,présenté
3249,présentée
3250,présentées
3251,présentés
3252,préservation
3253,préserver
3254,présidence
3255,président
3256,présidente
3257,présidents
3258,présume
3259,prétendre
3260,prétexte
3261,prévalant
3262,prévention
3263,prévoie
3264,prévoir
3265,prévoit
3266,prévoyant
3267,prévu
3268,prévue
3269,prévus
3270,prête
3271,prêter
3272,prêtera
3273,prêts
3274,pse
3275,pu
3276,public
3277,publicité
3278,publics
3279,publier
3280,publique
3281,publiques
3282,publié
3283,publiées
3284,puerta
3285,puis
3286,puis-je
3287,puisqu'il
3288,puisque
3289,puisse
3290,puissent
3291,puissiez
3292,puissions
3293,pur
3294,purement
3295,péché
3296,pénurie
3297,période
3298,périodique
3299,périodiques
3300,périphérie
3301,périphériques
3302,pétition
3303,pêche
3304,qu'
3305,qu'a
3306,qu'après
3307,qu'au
3308,qu'aucun
3309,qu'aucune
3310,qu'autorité
3311,qu'autrichien
3312,qu'avant
3313,qu'avec
3314,qu'elle
3315,qu'elles
3316,qu'en
3317,qu'entre
3318,qu'espérer
3319,qu'est-ce
3320,qu'eurostat
3321,qu'il
3322,qu'ils
3323,qu'instrument
3324,qu'insulaire
3325,qu'on
3326,qu'un
3327,qu'une
3328,qu'à
3329,qualifiés
3330,qualitatif
3331,qualité
3332,quand
3333,quant
3334,quantitative
3335,quantités
3336,quartiers
3337,quarts
3338,quasi
3339,quatre
3340,quatrième
3341,que
3342,quel
3343,quelconque
3344,quelle
3345,quelque
3346,quelquefois
3347,quelques
3348,quelques-uns
3349,quelques­unes
3350,quels
3351,questeurs
3352,question
3353,questionnaires
3354,questions
3355,qui
3356,quittant
3357,quoi
3358,quotidienne
3359,rack
3360,rail
3361,rails
3362,raison
3363,raisonnable
3364,raisons
3365,rapide
3366,rapidement
3367,rapkay
3368,rappeler
3369,rappelle
3370,rappellent
3371,rappellerai
3372,rappelé
3373,rappelée
3374,rappelées
3375,rappelés
3376,rapport
3377,rapportaient
3378,rapporteur
3379,rapporteurs
3380,rapports
3381,rapprochement
3382,rares
3383,raschhofer
3384,rase
3385,rassurer
3386,ratifier
3387,rationalisation
3388,rattrapé
3389,ravi
3390,recherche
3391,recherche-développement
3392,recherché
3393,recommandait
3394,recommandation
3395,recommandations
3396,reconnaissance
3397,reconnaître
3398,reconnu
3399,reconnues
3400,reconsidérée
3401,reconstruction
3402,reconversion
3403,recueillir
3404,recul
3405,reculées
3406,recèlent
3407,redistribuer
3408,redistribution
3409,redondo
3410,redonne
3411,redonné
3412,redressement
3413,redéfini
3414,redéposés
3415,refaire
3416,reflète
3417,refusant
3418,refuse
3419,refuser
3420,refusons
3421,refusé
3422,regagneront
3423,regard
3424,registre
3425,regret
3426,regrettable
3427,regrettons
3428,rejet
3429,rejette
3430,rejoindre
3431,rejoint
3432,relance
3433,relancer
3434,relatifs
3435,relation
3436,relations
3437,relative
3438,relativement
3439,relatives
3440,relativise
3441,relevait
3442,relever
3443,relier
3444,relire
3445,relève
3446,relèvent
3447,remarquable
3448,remarque
3449,remarquer
3450,remarques
3451,remboursement
3452,remboursements
3453,remboursée
3454,remerciant
3455,remercie
3456,remerciements
3457,remercier
3458,remercions
3459,remets
3460,remettre
3461,remise
3462,remises
3463,remonte
3464,remplacer
3465,remplacés
3466,remplissant
3467,rencontre
3468,rencontré
3469,rend
3470,rende
3471,rendement
3472,rendrai
3473,rendre
3474,rendu
3475,renforce
3476,renforcement
3477,renforcer
3478,renforcera
3479,renforcée
3480,renouveau
3481,renouvelables
3482,renouveler
3483,renouvelle
3484,rentable
3485,renvoyer
3486,reparlerons
3487,reportages
3488,reporté
3489,reposent
3490,repoussant
3491,reprenant
3492,reprendre
3493,repris
3494,reprise
3495,reprises
3496,reprocher
3497,reproduit
3498,représentants
3499,représentatifs
3500,représentation
3501,représente
3502,représentent
3503,représentez
3504,représentons
3505,représentée
3506,respect
3507,respectant
3508,respecte
3509,respectent
3510,respecter
3511,respections
3512,respectons
3513,respecté
3514,respirateur
3515,responsabiliser
3516,responsabilité
3517,responsabilités
3518,responsable
3519,responsables
3520,ressemblaient
3521,ressortissaient
3522,ressources
3523,restauration
3524,reste
3525,restent
3526,rester
3527,resteront
3528,restructuration
3529,restructurations
3530,restructurer
3531,restée
3532,retard
3533,retards
3534,retenue
3535,retiennent
3536,retient
3537,retirer
3538,retiré
3539,retombées
3540,retour
3541,retrouver
3542,retrouvions
3543,revanche
3544,revenir
3545,revenu
3546,revenus
3547,reviendrai
3548,revient
3549,revitaliser
3550,revoir
3551,revue
3552,reçoivent
3553,reçu
3554,rhétorique
3555,ribeiro
3556,riches
3557,richesse
3558,richesses
3559,rien
3560,rigoureuse
3561,rigoureuses
3562,rires
3563,risk
3564,risque
3565,risques
3566,risquons
3567,robert
3568,román
3569,route
3570,routes
3571,routine
3572,royaume-uni
3573,rudiments
3574,rupture
3575,rural
3576,rurale
3577,rurales
3578,russie
3579,rythme
3580,règle
3581,règlement
3582,règlements
3583,règles
3584,règne
3585,réagi
3586,réagir
3587,réagissent
3588,réalisable
3589,réalisables
3590,réalisation
3591,réaliser
3592,réaliste
3593,réalisé
3594,réalisées
3595,réalisés
3596,réalité
3597,récemment
3598,réception
3599,récession
3600,récolté
3601,réconciliation
3602,rédaction
3603,rédigé
3604,réduction
3605,réduira
3606,réduire
3607,réduit
3608,réduites
3609,réel
3610,réelle
3611,réellement
3612,réengager
3613,réflexion
3614,réflexions
3615,réfléchir
3616,réfléchissant
3617,réforme
3618,réformer
3619,réformes
3620,réfèrent
3621,référence
3622,région
3623,régional
3624,régionale
3625,régionales
3626,régionaux
3627,régions
3628,régir
3629,régit
3630,réglementaire
3631,réglementaires
3632,réglementation
3633,réglementations
3634,réglementées
3635,réglé
3636,régner
3637,régulière
3638,régulièrement
3639,régénération
3640,réinscrire
3641,réinsertion
3642,réitère
3643,réitérer
3644,réitéré
3645,réjoui
3646,réjouirais
3647,réjouis
3648,réjouissons
3649,rénovation
3650,réparer
3651,réparera
3652,répartie
3653,répartition
3654,répercussions
3655,répondent
3656,répondre
3657,réponds
3658,répondu
3659,réponse
3660,réponses
3661,république
3662,répète
3663,répéter
3664,répéterons
3665,réseau
3666,réseaux
3667,réserve
3668,réserver
3669,réserves
3670,résidant
3671,réside
3672,résigner
3673,résistance
3674,résistent
3675,résolument
3676,résolution
3677,résolutions
3678,résoudre
3679,résultat
3680,résultats
3681,résultent
3682,résulté
3683,résumer
3684,résumerai
3685,rétablir
3686,réuni
3687,réunion
3688,réussi
3689,réussite
3690,révision
3691,révélé
3692,rôle
3693,s'
3694,s'absenter
3695,s'accroissent
3696,s'accroît
3697,s'adapter
3698,s'adressait
3699,s'adresser
3700,s'aggrave
3701,s'agirait
3702,s'agissant
3703,s'agisse
3704,s'agit
3705,s'ajouter
3706,s'améliorera
3707,s'arrête
3708,s'articule
3709,s'attaquer
3710,s'attendait
3711,s'atténuer
3712,s'efforcera
3713,s'en
3714,s'enfoncer
3715,s'engage
3716,s'enrichir
3717,s'est
3718,s'exprimer
3719,s'il
3720,s'ils
3721,s'inscrit
3722,s'occuper
3723,s'opposent
3724,s'écartent
3725,s'établir
3726,s'établit
3727,s'étant
3728,s'être
3729,sa
3730,sachant
3731,sachiez
3732,sais
3733,saisi
3734,saisir
3735,saisonnière
3736,sait
3737,salarié
3738,salue
3739,salué
3740,sanctions
3741,sans
3742,santé
3743,sapent
3744,satisfaction
3745,satisfaire
3746,satisfaisant
3747,satisfaisante
3748,satisfaisants
3749,satisfaite
3750,satisferont
3751,sauf
3752,saurai
3753,saurait
3754,sauvegarde
3755,sauver
3756,sauvetage
3757,savary
3758,savez
3759,savoir
3760,savoir-faire
3761,savons
3762,scandaleux
3763,sceptique
3764,schroedter
3765,sciemment
3766,scieries
3767,scolarité
3768,scrutin
3769,scénario
3770,se
3771,seattle
3772,sec
3773,sec1999743
3774,seconde
3775,secondes
3776,secours
3777,secteur
3778,secteurs
3779,section
3780,sectorielle
3781,segments
3782,segni
3783,sein
3784,selon
3785,semaine
3786,semaines
3787,semble
3788,semble-t-il
3789,semblent
3790,semblerait
3791,sens
3792,sensible
3793,sensiblement
3794,sensibles
3795,sentent
3796,sentiment
3797,seppänen
3798,sept
3799,septembre
3800,septentrionales
3801,septième
3802,sera
3803,serai
3804,seraient
3805,serait
3806,serait-elle
3807,serons
3808,seront
3809,servant
3810,servent
3811,service
3812,services
3813,servir
3814,ses
3815,session
3816,seuil
3817,seul
3818,seule
3819,seulement
3820,seuls
3821,si
3822,sidérurgie
3823,sidérurgique
3824,sidérurgiques
3825,signal
3826,signalé
3827,signatures
3828,significatifs
3829,significative
3830,signifie
3831,signifierait
3832,signé
3833,silence
3834,simple
3835,simplement
3836,simples
3837,simplification
3838,simplifier
3839,simplisme
3840,simpson
3841,sincèrement
3842,singulièrement
3843,sinon
3844,situation
3845,situations
3846,situe
3847,situent
3848,situons
3849,six
3850,sixième
3851,siècle
3852,social
3853,sociale
3854,socialement
3855,sociales
3856,socialiste
3857,socialistes
3858,sociaux
3859,socio-économique
3860,socio-éducatifs
3861,société
3862,sociétés
3863,soi
3864,soi-disant
3865,soient
3866,soigneusement
3867,soins
3868,soir
3869,soit
3870,soldera
3871,solennel
3872,solide
3873,solides
3874,sollicité
3875,solution
3876,solutions
3877,sommes
3878,sommet
3879,son
3880,songer
3881,sont
3882,sont-ils
3883,sorte
3884,sortie
3885,soucieuse
3886,soucions
3887,soucis
3888,souffrent
3889,souffrir
3890,souhait
3891,souhaitant
3892,souhaite
3893,souhaiterais
3894,souhaiterions
3895,souhaitez
3896,souhaitons
3897,souhaits
3898,souhaité
3899,souhaitée
3900,soulever
3901,soulevée
3902,soulignant
3903,souligne
3904,souligner
3905,souligné
3906,soulignés
3907,soulèverai
3908,soumettre
3909,soumis
3910,soumise
3911,soumises
3912,souples
3913,souplesse
3914,source
3915,sources
3916,sous
3917,sous-tend
3918,souscris
3919,souscrit
3920,soutenable
3921,soutenir
3922,soutenons
3923,soutenu
3924,soutenue
3925,soutenus
3926,souterraine
3927,soutien
3928,soutiendra
3929,soutiendrez
3930,soutiens
3931,soutient
3932,souvenant
3933,souvenir
